Loop Gain dB20 X,Loop Gain dB20 Y,Loop Gain Phase X,Loop Gain Phase Y
0.1,91.55693860573277,0.1,-179.9809336237895
0.1011579454259899,91.55695750266162,0.1011579454259899,-179.9807408422478
0.1023292992280754,91.55697679782897,0.1023292992280754,-179.9805467482527
0.1035142166679344,91.55699649689109,0.1035142166679344,-179.9803513553654
0.10471285480509,91.55701660933522,0.10471285480509,-179.9801546781194
0.1059253725177289,91.55703714100048,0.1059253725177289,-179.9799567320568
0.1071519305237607,91.55705810064484,0.1071519305237607,-179.9797575337535
0.1083926914021204,91.55707949560365,0.1083926914021204,-179.9795571008524
0.1096478196143186,91.55710133357731,0.1096478196143186,-179.9793554520872
0.1109174815262402,91.55712362285021,0.1109174815262402,-179.9791526073302
0.1122018454301964,91.55714637079487,0.1122018454301964,-179.9789485876043
0.1135010815672316,91.55716958660832,0.1135010815672316,-179.9787434151372
0.1148153621496884,91.55719327861219,0.1148153621496884,-179.9785371133767
0.1161448613840344,91.55721745297582,0.1161448613840344,-179.9783297070359
0.1174897554939531,91.55724212064831,0.1174897554939531,-179.9781212221228
0.118850222743702,91.55726728893063,0.118850222743702,-179.977911685969
0.1202264434617414,91.55729296548887,0.1202264434617414,-179.9777011272804
0.1216186000646369,91.55731916050696,0.1216186000646369,-179.9774895761568
0.1230268770812383,91.55734588154219,0.1230268770812383,-179.9772770641334
0.1244514611771387,91.55737313790354,0.1244514611771387,-179.977063624214
0.1258925411794169,91.55740093809766,0.1258925411794169,-179.9768492909156
0.1273503081016663,91.55742929121531,0.1273503081016663,-179.97663410029
0.1288249551693136,91.55745820572749,0.1288249551693136,-179.9764180899718
0.1303166778452301,91.55748769120007,0.1303166778452301,-179.9762012992086
0.1318256738556409,91.5575177556305,0.1318256738556409,-179.9759837689014
0.1333521432163326,91.55754841037339,0.1333521432163326,-179.9757655416376
0.1348962882591656,91.55757966134738,0.1348962882591656,-179.975546661725
0.1364583136588927,91.55761151957961,0.1364583136588927,-179.9753271752404
0.1380384264602887,91.55764399401801,0.1380384264602887,-179.9751071300468
0.139636836105594,91.55767709390283,0.139636836105594,-179.9748865758498
0.1412537544622757,91.55771082811009,0.1412537544622757,-179.974665564213
0.1428893958511106,91.55774520624601,0.1428893958511106,-179.9744441486058
0.144543977074593,91.5577802373335,0.144543977074593,-179.9742223844394
0.1462177174456721,91.55781593046913,0.1462177174456721,-179.9740003290962
0.1479108388168211,91.55785229522429,0.1479108388168211,-179.9737780419613
0.1496235656094437,91.55788933971147,0.1496235656094437,-179.9735555844662
0.1513561248436212,91.55792707437902,0.1513561248436212,-179.9733330201099
0.1531087461682034,91.557965509165,0.1531087461682034,-179.973110414493
0.1548816618912485,91.55800465083379,0.1548816618912485,-179.9728878353603
0.1566751070108153,91.55804450910581,0.1566751070108153,-179.9726653526196
0.1584893192461117,91.55808509494284,0.1584893192461117,-179.9724430383664
0.1603245390690045,91.5581264152936,0.1603245390690045,-179.9722209669238
0.1621810097358934,91.55816847969818,0.1621810097358934,-179.9719992148656
0.1640589773199544,91.55821129715008,0.1640589773199544,-179.9717778610368
0.1659586907437565,91.55825487638805,0.1659586907437565,-179.9715569865852
0.1678804018122565,91.558299224911,0.1678804018122565,-179.9713366749758
0.1698243652461749,91.55834435342959,0.1698243652461749,-179.9711170120131
0.1717908387157593,91.55839026834957,0.1717908387157593,-179.9708980858708
0.1737800828749381,91.55843697932498,0.1737800828749381,-179.9706799870947
0.1757923613958698,91.55848449389426,0.1757923613958698,-179.9704628086216
0.1778279410038928,91.5585328194142,0.1778279410038928,-179.9702466458051
0.1798870915128793,91.55858196477494,0.1798870915128793,-179.9700315964076
0.1819700858609989,91.55863193766331,0.1819700858609989,-179.9698177606221
0.1840772001468962,91.55868274492767,0.1840772001468962,-179.9696052410661
0.1862087136662873,91.55873439447538,0.1862087136662873,-179.9693941428056
0.1883649089489807,91.55878689151437,0.1883649089489807,-179.9691845733394
0.1905460717963254,91.55884024614322,0.1905460717963254,-179.9689766425917
0.1927524913190942,91.55889446222128,0.1927524913190942,-179.9687704629325
0.1949844599758052,91.55894954773233,0.1949844599758052,-179.9685661491451
0.1972422736114861,91.55900550774163,0.1972422736114861,-179.9683638184316
0.1995262314968887,91.55906234837357,0.1995262314968887,-179.9681635903843
0.2018366363681569,91.55912007495053,0.2018366363681569,-179.9679655869821
0.2041737944669537,91.55917869297815,0.2041737944669537,-179.9677699325628
0.2065380155810538,91.55923820821843,0.2065380155810538,-179.9675767537916
0.2089296130854048,91.55929862380665,0.2089296130854048,-179.9673861796558
0.2113489039836655,91.55935994408316,0.2113489039836655,-179.9671983414034
0.2137962089502241,91.55942217382702,0.2137962089502241,-179.9670133725268
0.2162718523727029,91.55948531602995,0.2162718523727029,-179.9668314087224
0.2187761623949562,91.55954937470618,0.2187761623949562,-179.9666525878257
0.2213094709605647,91.55961434967394,0.2213094709605647,-179.9664770498007
0.223872113856835,91.55968024783201,0.223872113856835,-179.9663049366424
0.226464430759307,91.55974706593446,0.226464430759307,-179.9661363923632
0.2290867652767784,91.55981481007862,0.2290867652767784,-179.9659715629019
0.2317394649968489,91.55988347851613,0.2317394649968489,-179.965810596076
0.2344228815319933,91.55995307187135,0.2344228815319933,-179.9656536414903
0.2371373705661667,91.56002359087876,0.2371373705661667,-179.9655008504963
0.2398832919019502,91.56009503514198,0.2398832919019502,-179.9653523760828
0.2426610095082428,91.56016740254987,0.2426610095082428,-179.9652083728028
0.2454708915685043,91.56024069285303,0.2454708915685043,-179.965068996692
0.2483133105295583,91.56031490426967,0.2483133105295583,-179.9649344051763
0.2511886431509593,91.56039003235401,0.2511886431509593,-179.9648047569567
0.2540972705549318,91.56046607503299,0.2540972705549318,-179.9646802119382
0.2570395782768877,91.56054302870089,0.2570395782768877,-179.9645609310944
0.2600159563165286,91.56062088902229,0.2600159563165286,-179.9644470763885
0.2630267991895396,91.5606996512969,0.2630267991895396,-179.9643388106307
0.2660725059798824,91.56077930903615,0.2660725059798824,-179.9642362973765
0.269153480392693,91.56085985680991,0.269153480392693,-179.9641397008044
0.2722701308077927,91.56094128871362,0.2722701308077927,-179.9640491855858
0.2754228703338182,91.56102359654312,0.2754228703338182,-179.9639649167574
0.2786121168629786,91.56110677224005,0.2786121168629786,-179.9638870595858
0.281838293126447,91.56119080800137,0.281838293126447,-179.9638157794426
0.2851018267503926,91.56127569284811,0.2851018267503926,-179.9637512416487
0.2884031503126623,91.56136141974309,0.2884031503126623,-179.9636936113392
0.2917427014001184,91.56144797551642,0.2917427014001184,-179.9636430533211
0.2951209226666404,91.56153534980824,0.2951209226666404,-179.9635997319182
0.2985382618917978,91.56162353156459,0.2985382618917978,-179.9635638108395
0.3019951720402035,91.56171250768662,0.3019951720402035,-179.9635354530039
0.3054921113215532,91.5618022650382,0.3054921113215532,-179.9635148203886
0.309029543251361,91.56189278887612,0.309029543251361,-179.963502073891
0.3126079367123975,91.56198406697506,0.3126079367123975,-179.9634973731727
0.31622776601684,91.56207608269153,0.31622776601684,-179.9635008764744
0.3198895109691419,91.56216882058564,0.3198895109691419,-179.9635127404827
0.3235936569296304,91.56226226507016,0.3235936569296304,-179.9635331201799
0.3273406948788404,91.56235639781869,0.3273406948788404,-179.9635621686497
0.3311311214825934,91.56245120258424,0.3311311214825934,-179.9636000369613
0.33496543915783,91.56254666081841,0.33496543915783,-179.9636468739923
0.3388441561392049,91.56264275291252,0.3388441561392049,-179.9637028262783
0.3427677865464528,91.56273946031492,0.3427677865464528,-179.963768037843
0.3467368504525341,91.56283676275632,0.3467368504525341,-179.9638426500842
0.3507518739525705,91.56293463992908,0.3507518739525705,-179.9639268016006
0.354813389233578,91.56303307061093,0.354813389233578,-179.9640206280285
0.3589219346450078,91.56313203357756,0.3589219346450078,-179.9641242619471
0.363078054770104,91.56323150511997,0.363078054770104,-179.9642378326875
0.3672823004980874,91.56333146503184,0.3672823004980874,-179.9643614662419
0.3715352290971753,91.56343188894252,0.3715352290971753,-179.9644952850909
0.375837404288447,91.56353275266154,0.375837404288447,-179.9646394081157
0.3801893963205641,91.56363403305485,0.3801893963205641,-179.9647939504549
0.3845917820453566,91.56373570600013,0.3845917820453566,-179.9649590233907
0.3890451449942837,91.5638377461312,0.3890451449942837,-179.9651347342328
0.3935500754557806,91.56394012764105,0.3935500754557806,-179.9653211862405
0.3981071705535005,91.56404282534072,0.3981071705535005,-179.9655184784892
0.4027170343254624,91.56414581473241,0.4027170343254624,-179.9657267058112
0.4073802778041161,91.56424906762766,0.4073802778041161,-179.9659459586765
