/out X,/out Y,/in X,/in Y
1.02519105273041e-06,1.099675077620222,1.02519105273041e-06,1.1
1.026296079946047e-06,1.099771105490468,1.026296079946047e-06,1.1
1.027580814383194e-06,1.099791338503115,1.027580814383194e-06,1.1
1.029121090415301e-06,1.099754219866042,1.029121090415301e-06,1.1
1.031038779825656e-06,1.099675249366781,1.031038779825656e-06,1.1
1.033467980237142e-06,1.09957186345815,1.033467980237142e-06,1.1
1.035970011113297e-06,1.099482276693849,1.035970011113297e-06,1.1
1.03878106109459e-06,1.09940748748662,1.03878106109459e-06,1.1
1.042120942757055e-06,1.099348267107927,1.042120942757055e-06,1.1
1.046126374370423e-06,1.099306044202046,1.046126374370423e-06,1.1
1.051075627219057e-06,1.099278874963184,1.051075627219057e-06,1.1
1.057455440797968e-06,1.099263632079351,1.057455440797968e-06,1.1
1.066105843052914e-06,1.099256836292341,1.066105843052914e-06,1.1
1.078147104833402e-06,1.099255068865604,1.078147104833402e-06,1.1
1.095294410793946e-06,1.099255264702028,1.095294410793946e-06,1.1
1.115294410793946e-06,1.099255671577179,1.115294410793946e-06,1.1
1.135294410793946e-06,1.099255856723661,1.135294410793946e-06,1.1
1.155294410793946e-06,1.099255926992113,1.155294410793946e-06,1.1
1.175294410793946e-06,1.099255955893053,1.175294410793946e-06,1.1
1.195294410793946e-06,1.09925596790095,1.195294410793946e-06,1.1
1.215294410793947e-06,1.099255971717483,1.215294410793947e-06,1.1
1.235294410793947e-06,1.099255972043714,1.235294410793947e-06,1.1
1.255294410793947e-06,1.099255971444323,1.255294410793947e-06,1.1
1.275294410793947e-06,1.099255970924383,1.275294410793947e-06,1.1
1.295294410793947e-06,1.099255970664202,1.295294410793947e-06,1.1
1.315294410793947e-06,1.099255970577492,1.315294410793947e-06,1.1
1.335294410793947e-06,1.099255970564431,1.335294410793947e-06,1.1
1.355294410793947e-06,1.099255970570897,1.355294410793947e-06,1.1
1.375294410793947e-06,1.099255970577658,1.375294410793947e-06,1.1
