/out X,/out Y,/in X,/in Y
5.395376441750407e-07,0.9991118469467347,5.395376441750407e-07,1
5.441793236986142e-07,0.9991520892886293,5.441793236986142e-07,1
5.501460144169684e-07,0.9991797143466885,5.501460144169684e-07,1
5.581943760136443e-07,0.9991928856503465,5.581943760136443e-07,1
5.690550359941817e-07,0.9991957495852569,5.690550359941817e-07,1
5.831537287401372e-07,0.9991947736343172,5.831537287401372e-07,1
6.031537287401373e-07,0.9991937739894622,6.031537287401373e-07,1
6.231537287401373e-07,0.9991935115108397,6.231537287401373e-07,1
6.431537287401373e-07,0.9991934736894504,6.431537287401373e-07,1
6.631537287401373e-07,0.9991934651334908,6.631537287401373e-07,1
6.831537287401373e-07,0.9991934575969466,6.831537287401373e-07,1
7.031537287401374e-07,0.9991934532863327,7.031537287401374e-07,1
7.231537287401374e-07,0.9991934521813537,7.231537287401374e-07,1
7.431537287401374e-07,0.9991934524583989,7.431537287401374e-07,1
7.631537287401374e-07,0.9991934529057694,7.631537287401374e-07,1
7.831537287401374e-07,0.9991934531633554,7.831537287401374e-07,1
8.031537287401375e-07,0.9991934532554585,8.031537287401375e-07,1
8.231537287401375e-07,0.9991934532712703,8.231537287401375e-07,1
8.431537287401375e-07,0.9991934532657863,8.431537287401375e-07,1
8.631537287401375e-07,0.999193453259422,8.631537287401375e-07,1
8.831537287401375e-07,0.9991934532561019,8.831537287401375e-07,1
9.031537287401376e-07,0.9991934532549477,9.031537287401376e-07,1
9.231537287401376e-07,0.9991934532547287,9.231537287401376e-07,1
9.431537287401376e-07,0.9991934532547738,9.431537287401376e-07,1
9.631537287401376e-07,0.9991934532548421,9.631537287401376e-07,1
9.831537287401376e-07,0.9991934532548798,9.831537287401376e-07,1
9.965768643700687e-07,0.9991934532548911,9.965768643700687e-07,1
1.01e-06,0.9991934532548957,1.01e-06,1
1.010002008193196e-06,1.00280647921775,1.010002008193196e-06,1.020081931960175
1.01000349997549e-06,1.005602868258248,1.01000349997549e-06,1.034999754898219
1.010004283365858e-06,1.007091364611149,1.010004283365858e-06,1.042833658578544
